Fruit,Stem,Flower,Leaf,Label
,,66110.0,63225.0,335
,,26497.0,22063.0,384
39367.0,,46958.0,65009.0,229
,,56796.0,54154.0,182
,,8353.0,,788
,,44989.0,,103
,,31265.0,14878.0,89
,,25295.0,,211
,,6036.0,,609
,,57402.0,,627
35255.0,42608.0,50504.0,29731.0,10
14804.0,,61403.0,17173.0,37
,,27171.0,,925
7514.0,32014.0,3036.0,61154.0,19
,,45742.0,55775.0,314
35635.0,27523.0,29367.0,36634.0,313
12988.0,12741.0,2564.0,43725.0,2
,,38938.0,40005.0,705
,,20495.0,22031.0,610
45211.0,,36181.0,9514.0,210
,,14308.0,21942.0,153
37103.0,,48330.0,67088.0,93
6411.0,32625.0,,12563.0,352
,,42869.0,,109
50698.0,,51218.0,,306
,,4634.0,,553
,,58606.0,,586
,,27150.0,,249
,,39292.0,,866
,,21267.0,16521.0,475
,,1675.0,,531
34673.0,,48750.0,,436
30973.0,,13920.0,,487
,,67419.0,,712
41975.0,45334.0,19993.0,57270.0,22
58844.0,41767.0,24112.0,58206.0,58
,,21557.0,47960.0,13
8260.0,64006.0,17272.0,39138.0,101
48437.0,52015.0,21317.0,36560.0,6
,,51054.0,,641
,,,23229.0,569
,,30886.0,,789
,,,39265.0,815
,,3183.0,,279
,,59260.0,,301
,,48073.0,,381
,,37463.0,,116
,,27204.0,21097.0,129
,,50634.0,,809
,,15089.0,3123.0,191
,,58524.0,,113
,,59172.0,,587
,,47825.0,,702
,,6587.0,,546
66810.0,6615.0,54579.0,53386.0,1
,,55555.0,,301
,,46723.0,,325
,,11705.0,57868.0,151
,,52997.0,,212
13473.0,,3727.0,19370.0,189
,,45427.0,,852
,,20834.0,,76
,,21433.0,6226.0,245
,,,54082.0,342
,,17923.0,,368
,,50976.0,,804
,,12291.0,28461.0,272
,,34077.0,,713
,,20311.0,,662
,,59093.0,39438.0,518
28290.0,,6263.0,,223
,,56431.0,,76
,,40276.0,14572.0,156
,,2385.0,,520
43514.0,14934.0,,221.0,130
,,31786.0,,810
,,28190.0,,224
,,,15582.0,926
,,59782.0,56810.0,204
,,9303.0,,149
,,1548.0,,841
15158.0,5923.0,31030.0,67758.0,127
,,1733.0,,566
27720.0,18950.0,35761.0,40828.0,49
,,66151.0,61677.0,63
,,12705.0,,450
,,64602.0,,213
57149.0,,31051.0,46256.0,265
,,52650.0,,642
53353.0,41962.0,7181.0,42486.0,23
43981.0,48922.0,54922.0,686.0,0
,,34911.0,21047.0,191
,,64055.0,,880
,,27524.0,,331
13631.0,43992.0,42917.0,65374.0,25
30663.0,,5491.0,22691.0,395
20184.0,38601.0,1922.0,14223.0,47
45211.0,,60411.0,52699.0,210
61884.0,,13638.0,16727.0,88
4420.0,,55220.0,,716
29691.0,54385.0,65074.0,54513.0,45
,,58694.0,,544
67042.0,44295.0,4310.0,55685.0,28
,,1119.0,,464
,,67528.0,13172.0,156
,,60612.0,18588.0,216
,,18661.0,,103
61485.0,12561.0,28758.0,4050.0,32
,,7044.0,,277
18682.0,58263.0,,4847.0,85
10232.0,,6825.0,65590.0,97
,,44717.0,,364
,,53911.0,59572.0,578
,,6814.0,,641
11585.0,,29424.0,7355.0,7
,,24973.0,28622.0,40
,,46248.0,,654
,,67475.0,,87
64375.0,55804.0,38512.0,65962.0,131
27636.0,33541.0,44606.0,45897.0,49
,,4276.0,30703.0,596
,,39298.0,21228.0,136
62966.0,,19948.0,57963.0,449
,,59022.0,,72
50937.0,,44959.0,,479
5479.0,5140.0,5166.0,28903.0,145
6353.0,51382.0,14989.0,51762.0,5
,50421.0,53859.0,21541.0,12
,,12843.0,61402.0,155
,,22834.0,,141
,,39956.0,,394
65273.0,49140.0,50585.0,18114.0,51
,,7139.0,,516
,,8244.0,,385
,,5326.0,32644.0,717
,,45102.0,43399.0,202
,,19035.0,57154.0,530
,,1574.0,,394
56364.0,,23770.0,59957.0,30
,,27301.0,,584
,,15731.0,50717.0,217
58657.0,,35672.0,,673
18338.0,,8349.0,28447.0,86
,,63573.0,,513
,,15835.0,17092.0,728
,,64406.0,,575
5389.0,,57207.0,33225.0,179
7514.0,46684.0,58520.0,12600.0,19
34866.0,11503.0,9202.0,30980.0,6
,,62730.0,,149
,,35111.0,,503
,,53830.0,,847
,,47765.0,4586.0,754
42060.0,,15844.0,31968.0,328
,,12800.0,57032.0,191
12236.0,,3199.0,11637.0,7
,,66329.0,44875.0,39
,,2900.0,,807
,,5354.0,58643.0,778
,,64569.0,,594
20414.0,,46943.0,,430
7047.0,,3374.0,25271.0,225
2389.0,42685.0,60027.0,15604.0,1
,,25297.0,,923
,,39506.0,66973.0,710
,,31647.0,,855
25454.0,344.0,9797.0,29070.0,34
,,47067.0,,320
,,6435.0,,826
49427.0,,18498.0,,282
37922.0,7072.0,15891.0,52466.0,56
,,7256.0,12581.0,112
,40031.0,,9911.0,413
,32432.0,60596.0,51983.0,21
,,51145.0,8509.0,252
63957.0,8483.0,7834.0,60603.0,101
20639.0,,42007.0,,456
57573.0,6257.0,24112.0,22961.0,58
40781.0,,53755.0,17648.0,68
,,51352.0,,875
35656.0,,41339.0,8147.0,7
,,2252.0,55015.0,620
29665.0,13384.0,57088.0,37078.0,24
8491.0,,12781.0,50773.0,68
,,52708.0,,72
,,18659.0,,639
18951.0,,55377.0,61121.0,233
,,63382.0,38703.0,359
,,56768.0,18631.0,89
,,66315.0,63537.0,193
47942.0,59229.0,,46360.0,160
54684.0,,61525.0,67632.0,395
,,40777.0,58063.0,215
32536.0,,12746.0,,480
,,12680.0,46442.0,433
16817.0,,17672.0,,188
,,61785.0,37244.0,156
55030.0,,16077.0,,188
19108.0,26758.0,31126.0,60213.0,4
,,53709.0,,533
,,23345.0,,586
59036.0,,51733.0,63799.0,30
45949.0,34059.0,46088.0,3197.0,9
,,3514.0,,769
36504.0,,7970.0,,340
33176.0,,35462.0,17009.0,133
,,4191.0,46986.0,367
46299.0,42919.0,35518.0,13368.0,152
33324.0,34605.0,,6898.0,451
46427.0,2445.0,61115.0,42386.0,34
,,22951.0,65957.0,292
,,38943.0,44170.0,375
2672.0,17403.0,1287.0,52386.0,31
36892.0,,65586.0,3764.0,176
,,64356.0,,601
,,5167.0,34960.0,120
3273.0,49607.0,37777.0,54293.0,31
,,36032.0,,624
50435.0,49944.0,42953.0,25131.0,69
,,46713.0,,219
,,20812.0,11322.0,90
,,3020.0,,250
57308.0,,34698.0,22672.0,95
,,31182.0,6275.0,506
,,60752.0,,567
,,62065.0,23705.0,194
,,12254.0,,776
41303.0,44065.0,,27195.0,355
,,20681.0,53243.0,410
,,12931.0,,435
31930.0,31702.0,10568.0,44266.0,14
,,25135.0,39729.0,271
,,22801.0,21043.0,335
,,43549.0,,795
,,10856.0,29421.0,162
,,15148.0,,527
,49382.0,46866.0,20365.0,36
10785.0,11975.0,19993.0,35926.0,22
50879.0,5613.0,,40284.0,299
,14728.0,1288.0,26773.0,36
16821.0,42025.0,15848.0,39785.0,61
9112.0,,34403.0,17958.0,311
,,53511.0,46551.0,39
27356.0,,2249.0,45961.0,108
,,56801.0,48556.0,215
,,53609.0,,325
33852.0,,49610.0,39612.0,465
,,20303.0,,707
,,57232.0,,469
,,32845.0,36286.0,735
50186.0,,22655.0,,731
,,34539.0,20577.0,208
,,,46392.0,888
,,64441.0,,690
38315.0,48747.0,24977.0,21343.0,61
,,1612.0,,756
,,62630.0,60827.0,208
,,32414.0,,457
,,3715.0,,141
62664.0,31059.0,4158.0,64732.0,123
67371.0,,8895.0,44700.0,126
66824.0,34680.0,37423.0,51302.0,111
,,39688.0,,318
,,36772.0,3516.0,106
58389.0,,20647.0,36313.0,93
,,12128.0,,453
,,56653.0,,226
,,40590.0,,503
,,59904.0,51163.0,147
18945.0,3523.0,45452.0,3173.0,15
,,37079.0,62086.0,303
32520.0,22473.0,38618.0,62873.0,114
39332.0,8697.0,14786.0,18306.0,43
522.0,62585.0,38687.0,23690.0,35
3866.0,32449.0,52949.0,55913.0,80
,,14554.0,,103
,,10032.0,,393
27677.0,45488.0,44893.0,27285.0,17
,,19448.0,21910.0,391
48646.0,5586.0,14421.0,49975.0,60
,,11100.0,,809
,,4409.0,44009.0,397
,,4462.0,36426.0,423
,,42711.0,,76
64483.0,,12923.0,21399.0,180
,21748.0,7938.0,12598.0,240
,,60762.0,,266
,17147.0,,2810.0,370
57173.0,32010.0,17560.0,8181.0,32
,,35776.0,,773
,,47811.0,,141
,,12608.0,33417.0,39
,,53919.0,,538
43128.0,,4821.0,6622.0,256
31822.0,,45097.0,16883.0,293
,,28981.0,,468
,,40285.0,34419.0,129
51829.0,,38840.0,30398.0,86
65756.0,,59975.0,43454.0,124
,20027.0,50765.0,20763.0,81
,,56217.0,,181
,,19724.0,,325
,,37316.0,10528.0,659
,49793.0,4904.0,7128.0,26
,,15584.0,,110
,,23032.0,,867
45294.0,26035.0,25803.0,18471.0,1
20117.0,45700.0,,48000.0,334
57002.0,21334.0,4247.0,16783.0,114
41710.0,15621.0,25432.0,65355.0,119
,,30348.0,37168.0,252
7769.0,,,29904.0,309
,,33128.0,,753
,,11935.0,,794
24690.0,17730.0,42660.0,16922.0,1
48646.0,60508.0,51500.0,4672.0,60
,33508.0,,16302.0,425
5148.0,,,,890
24988.0,29924.0,40379.0,54820.0,82
58389.0,,6229.0,27118.0,93
17450.0,12146.0,57567.0,26394.0,53
,,24996.0,,113
,,13399.0,32457.0,373
41013.0,,63745.0,,768
,,38053.0,,751
52901.0,16605.0,50123.0,37394.0,31
40277.0,15283.0,41608.0,55918.0,41
19711.0,,3288.0,958.0,20
,,63896.0,15720.0,501
,,23651.0,15166.0,367
,,63620.0,,649
58118.0,42975.0,35577.0,47425.0,42
62532.0,38894.0,11286.0,11889.0,3
50441.0,,1106.0,35169.0,173
,,15131.0,,291
,,33902.0,58050.0,387
,,10684.0,,457
,,57916.0,21871.0,418
30430.0,19489.0,,36868.0,148
,46417.0,33651.0,30041.0,36
,,59803.0,,757
50704.0,57203.0,28583.0,16651.0,25
,,58615.0,7169.0,387
,,45542.0,,527
43120.0,1205.0,40444.0,23290.0,170
30172.0,12146.0,54135.0,61057.0,53
,,1132.0,49601.0,198
,,46286.0,,407
,,17404.0,36330.0,203
51009.0,31999.0,15708.0,3226.0,121
,,30060.0,,444
18283.0,39469.0,43524.0,2614.0,15
50645.0,36884.0,52064.0,6886.0,19
,,38142.0,,762
,,38054.0,11903.0,668
,,57622.0,,307
41407.0,49629.0,19428.0,28130.0,59
52480.0,,60888.0,23046.0,86
6266.0,,32968.0,,297
,,66844.0,29141.0,185
,,64843.0,,655
,,3360.0,,811
,,13137.0,13157.0,144
,,29756.0,53121.0,29
10677.0,27814.0,44107.0,38129.0,5
38226.0,51459.0,,12837.0,55
45896.0,,40118.0,,509
,,64307.0,,767
,,3833.0,28318.0,194
9770.0,,4252.0,,288
,,17803.0,,435
12120.0,51523.0,,22019.0,134
7461.0,36884.0,41825.0,52437.0,19
,34298.0,45784.0,45295.0,64
41305.0,,34128.0,,379
,,28589.0,29282.0,400
,,,45113.0,930
,,1655.0,,842
,,59412.0,,76
,,41153.0,50044.0,433
59163.0,44474.0,,3622.0,27
,,39008.0,57605.0,259
,,3583.0,40009.0,727
61547.0,42572.0,44948.0,54625.0,11
,,37824.0,,649
54899.0,,5344.0,64770.0,20
,,42254.0,59503.0,585
,,50903.0,42976.0,135
27660.0,9786.0,,4844.0,227
,,41146.0,47737.0,254
,,14013.0,,881
,,32636.0,20765.0,507
,14728.0,28839.0,24072.0,36
44454.0,45417.0,25301.0,29192.0,15
,,61821.0,,920
4986.0,,8004.0,,206
51166.0,27505.0,44037.0,40408.0,152
64820.0,,66658.0,,678
,,15173.0,21996.0,391
,,58003.0,,392
,,13355.0,,377
,,26088.0,41512.0,13
,,31341.0,31841.0,741
17544.0,,63187.0,40297.0,105
21595.0,23972.0,,30356.0,286
50424.0,,,48906.0,309
,,16087.0,62399.0,664
54684.0,,41455.0,16796.0,395
,,35076.0,,953
,,31512.0,48800.0,57
,,52791.0,,555
,,61038.0,,905
,,14819.0,,779
40088.0,,49396.0,28301.0,285
,,7318.0,,567
53037.0,40884.0,,,625
,,10878.0,,278
1154.0,62224.0,55424.0,39453.0,186
12147.0,35567.0,11841.0,24527.0,38
,,29705.0,,190
,,67799.0,,546
,,32044.0,,899
57199.0,,52899.0,,579
39549.0,19716.0,7418.0,44104.0,73
47161.0,9898.0,20648.0,24890.0,46
,,44617.0,,224
,,27497.0,,401
1290.0,,46270.0,,379
,,38994.0,25390.0,158
,,56381.0,,761
45767.0,23627.0,42395.0,6429.0,69
,,5116.0,34960.0,120
,,19126.0,,76
,,24808.0,,492
8545.0,24085.0,29940.0,38190.0,117
27892.0,,46785.0,,340
,,,60829.0,470
,,31911.0,,515
,,47086.0,,226
,,46903.0,,535
56632.0,51245.0,47832.0,42352.0,33
,,25383.0,,190
,,66969.0,45797.0,191
,,40016.0,,390
56696.0,,64024.0,7068.0,20
,,34489.0,62553.0,118
,,62742.0,6941.0,198
,,30191.0,,792
,,67211.0,,357
,,44318.0,,103
,,7469.0,40022.0,454
,,15721.0,,597
,,15254.0,,588
27568.0,,50552.0,,686
,,8079.0,,510
,,28817.0,,614
,,46099.0,,351
,,12098.0,,545
,,3879.0,59682.0,263
,,20295.0,22139.0,208
47318.0,,29985.0,40076.0,93
,,56805.0,,834
,,47791.0,57990.0,163
,,15145.0,5473.0,172
13473.0,,33308.0,65031.0,189
,,20070.0,,113
6646.0,,43906.0,,321
37288.0,11880.0,63235.0,64196.0,42
,,54054.0,,336
,,48611.0,41988.0,418
,,47623.0,,811
,,,32711.0,537
,,11791.0,,825
,,9014.0,6941.0,198
,,2154.0,43032.0,302
,,28328.0,,854
,,61251.0,,798
,,53309.0,15010.0,232
,,10248.0,58492.0,163
,28067.0,45784.0,52572.0,64
,,4760.0,,448
27915.0,43284.0,2012.0,46923.0,9
,,38403.0,20327.0,382
,4326.0,29763.0,12069.0,96
,,20390.0,51531.0,324
26612.0,,2087.0,,589
53010.0,,14080.0,39486.0,184
,,39264.0,31529.0,40
,,26102.0,,898
,,6075.0,64010.0,118
,,28562.0,51728.0,238
,,66787.0,,249
42324.0,41503.0,56928.0,352.0,67
,,57487.0,,109
,,40391.0,29760.0,78
,43411.0,26012.0,55036.0,220
19398.0,27618.0,35964.0,3548.0,99
3235.0,50457.0,34018.0,44364.0,17
,,45610.0,,181
,,63447.0,8804.0,78
30959.0,76.0,,50286.0,55
,,63459.0,,627
,,56094.0,43558.0,275
,,6399.0,,224
,,37672.0,55526.0,169
45721.0,,34160.0,52699.0,210
,,3520.0,,525
,,32608.0,,213
,,61962.0,,751
,,47866.0,,734
,,34357.0,,753
,,64512.0,,649
12694.0,,567.0,16613.0,255
,,50734.0,,765
,,49384.0,,830
18349.0,,46004.0,40689.0,124
,,62598.0,,72
,,35214.0,,557
,,63333.0,,377
,,6571.0,,609
,,44484.0,64266.0,63
,,58688.0,20919.0,275
,,31433.0,,718
,,62688.0,,368
7389.0,,,,701
,,38744.0,,594
,,53844.0,,298
,,48651.0,,688
,,31817.0,,792
47337.0,,21410.0,,297
,,10116.0,,219
,,55935.0,,463
,,48702.0,,862
,,55710.0,,688
,,11934.0,,450
,,11641.0,39809.0,596
39332.0,54104.0,29830.0,9255.0,43
54406.0,,7242.0,66933.0,105
,,,3744.0,849
,,62492.0,,280
,65712.0,9914.0,40501.0,240
,,20957.0,,125
40756.0,,64181.0,14371.0,180
,,12749.0,,490
,,13719.0,,526
53258.0,175.0,24566.0,18810.0,41
63015.0,,22021.0,,306
238.0,21598.0,49035.0,62264.0,25
,,9711.0,,535
,,1799.0,63853.0,202
13031.0,,42520.0,39600.0,20
58389.0,,33578.0,40076.0,93
35524.0,32967.0,,54855.0,207
,,26030.0,,513
,,36438.0,,660
47764.0,,24121.0,,580
,,32929.0,,421
,,51141.0,,320
19810.0,,,,617
20103.0,16453.0,,14309.0,299
,,31348.0,29408.0,284
66082.0,49266.0,,25687.0,85
,,3484.0,,584
,,63343.0,,835
17629.0,6865.0,8464.0,17859.0,22
,,2432.0,50316.0,198
,,35721.0,,543
,,51670.0,,402
,,46680.0,,603
42915.0,41299.0,14586.0,12678.0,31
9083.0,54615.0,27054.0,66808.0,43
,,61195.0,32215.0,359
,25801.0,32066.0,24698.0,333
,,61242.0,,149
,,56712.0,12540.0,222
24047.0,41843.0,25235.0,22776.0,66
,,45805.0,15459.0,284
18117.0,27108.0,14530.0,49939.0,83
,,11713.0,,729
,,6157.0,37673.0,739
21186.0,27398.0,12512.0,349.0,46
,,51265.0,60935.0,205
,,34655.0,,646
,,32803.0,19103.0,441
,,23695.0,,688
,,,8868.0,551
,,60048.0,13157.0,144
,,54449.0,49958.0,578
,,33316.0,46551.0,39
,,36045.0,,294
,,45702.0,8184.0,151
,,10028.0,,630
15432.0,,52814.0,40841.0,285
380.0,13328.0,,29497.0,55
7468.0,,25234.0,,239
,,,33232.0,376
13194.0,,27525.0,,480
,,63933.0,,541
51345.0,,20938.0,43982.0,52
23998.0,24984.0,,11684.0,91
,,57007.0,,712
21391.0,14860.0,,47094.0,134
,,23881.0,,624
,43108.0,48961.0,36020.0,21
,,33101.0,,357
,,17416.0,,149
55258.0,64481.0,51118.0,25865.0,58
,,26130.0,,605
,,32975.0,,604
2687.0,19489.0,,38171.0,148
47969.0,,23533.0,,317
,,13573.0,52633.0,245
52381.0,57483.0,17717.0,16461.0,73
,,35035.0,,298
16880.0,,10565.0,15436.0,97
50004.0,67623.0,60890.0,38261.0,11
62331.0,,,,766
,,63744.0,64165.0,104
3018.0,,,,805
192.0,,,,913
,,8000.0,30617.0,118
,,4337.0,,867
30864.0,19839.0,35541.0,59516.0,25
,,17647.0,,515
43195.0,,45171.0,,653
,,56683.0,,212
18548.0,46126.0,15020.0,58257.0,22
6058.0,49944.0,56124.0,17707.0,69
4646.0,,50171.0,42200.0,225
,,38162.0,,353
58105.0,,46989.0,56637.0,415
,,4317.0,,868
,,2413.0,16682.0,245
,,25041.0,52536.0,185
3864.0,12741.0,63417.0,34614.0,2
,,18877.0,51412.0,248
,,6511.0,49601.0,198
,,8872.0,24838.0,13
53199.0,1648.0,30482.0,63674.0,5
,,20811.0,51656.0,40
,,47916.0,31659.0,40
,,49004.0,53095.0,382
,,,42830.0,689
,,33830.0,,358
49220.0,5202.0,42006.0,23827.0,1
2655.0,13306.0,,29045.0,626
7391.0,,2763.0,61666.0,243
,,65867.0,,877
,,37958.0,21713.0,262
,,19905.0,,862
50441.0,,22497.0,724.0,173
51445.0,,43479.0,,667
17215.0,67307.0,14675.0,51209.0,0
,,52937.0,29355.0,132
59125.0,2634.0,35541.0,35954.0,25
2047.0,,55227.0,30505.0,37
30508.0,29956.0,6721.0,53623.0,62
37000.0,,41870.0,46412.0,176
15653.0,,34522.0,,234
,,34983.0,59039.0,39
,,40028.0,,810
,63618.0,12639.0,19472.0,276
,,9315.0,9741.0,135
,,42754.0,,490
27884.0,,,,805
9112.0,,41143.0,17958.0,311
,,1811.0,,688
,,59580.0,,854
,,3538.0,,540
,,27127.0,63655.0,39
8714.0,,64738.0,58128.0,98
,,52262.0,4189.0,726
29291.0,,,43415.0,442
27910.0,,,8568.0,346
,,25738.0,,654
,,52248.0,41898.0,292
17945.0,,63546.0,66757.0,84
42047.0,,5291.0,25032.0,7
2779.0,,53304.0,,467
31144.0,,20150.0,,580
22908.0,,6165.0,,514
49221.0,10079.0,47686.0,12899.0,3
40472.0,,6178.0,,479
43681.0,,8078.0,25046.0,328
,,,3171.0,342
,,33844.0,59908.0,202
,,10609.0,,368
,,64649.0,,887
28644.0,,12082.0,2705.0,322
,,17062.0,61599.0,345
,,13726.0,63533.0,118
,,34829.0,,72
13673.0,57627.0,65091.0,66058.0,92
5389.0,,59704.0,16314.0,179
,45713.0,61592.0,,287
,,28387.0,,927
65261.0,13337.0,65619.0,42593.0,4
,,7031.0,,495
,,5482.0,,879
54416.0,,16301.0,,467
,,21776.0,,513
,,18384.0,,748
57335.0,,24699.0,37774.0,77
9566.0,,11441.0,24189.0,140
39067.0,21140.0,42395.0,46165.0,69
,,30981.0,53789.0,258
,,56566.0,21713.0,262
,,62511.0,,87
41575.0,,46253.0,28844.0,684
,,15030.0,12884.0,162
,,16363.0,,351
50187.0,,55152.0,58008.0,419
,,,8228.0,569
,,54908.0,,825
,,59374.0,12893.0,518
,,54440.0,663.0,177
,,28759.0,,618
28326.0,1532.0,23352.0,50074.0,268
,,34556.0,31201.0,710
48261.0,,63691.0,18251.0,94
28804.0,23201.0,20607.0,32744.0,1
60249.0,14608.0,56029.0,25674.0,66
,,22083.0,,294
16210.0,,2626.0,,648
,,2123.0,654.0,78
,,1065.0,,336
,,11676.0,52998.0,135
,,46024.0,49147.0,112
,,32483.0,15010.0,232
45729.0,4726.0,36781.0,65553.0,48
,,20024.0,,699
,,6809.0,,600
,7968.0,61405.0,14342.0,21
57187.0,,35950.0,66803.0,146
2858.0,,,,752
65501.0,,38722.0,37096.0,466
,,6741.0,,274
,62143.0,50314.0,18660.0,343
40761.0,,62000.0,26800.0,88
,,63109.0,42213.0,39
50115.0,56419.0,66055.0,25873.0,82
,,43238.0,,761
,,18262.0,,729
,,43281.0,,149
,,25517.0,,301
,,67225.0,55649.0,251
21469.0,55875.0,39587.0,66333.0,123
,,12353.0,,695
,,11941.0,33831.0,404
16699.0,18950.0,6526.0,40584.0,49
,,47970.0,,787
,,4111.0,31992.0,445
,,,59034.0,715
,,16477.0,18551.0,29
15435.0,41503.0,34718.0,11915.0,67
,,43087.0,,748
,,18080.0,12884.0,162
,,1234.0,,732
59492.0,36524.0,33670.0,49206.0,45
,,47932.0,17337.0,39
50701.0,45042.0,15543.0,58075.0,67
,,9071.0,,390
,,18031.0,6231.0,104
65188.0,52852.0,,2395.0,626
,,53011.0,18765.0,182
14825.0,,49507.0,50916.0,7
,,2822.0,2680.0,375
57176.0,2352.0,,61731.0,27
35922.0,26109.0,58517.0,15649.0,66
55511.0,,24058.0,54476.0,88
,,15126.0,,235
14089.0,,26776.0,13764.0,311
,,18724.0,,455
,,63393.0,,576
,,67130.0,36125.0,63
,,51632.0,,808
,,63932.0,,141
,,64109.0,,563
,,66108.0,,533
4185.0,16176.0,53635.0,42052.0,24
,36334.0,,,652
61245.0,24422.0,15708.0,30448.0,121
,,59525.0,,250
12901.0,746.0,37770.0,60155.0,51
,,60799.0,,320
,,,55760.0,569
,,11809.0,,231
,,64118.0,,72
47479.0,28520.0,25432.0,26910.0,119
,,16540.0,41355.0,248
,,60191.0,,694
,,1969.0,,614
47217.0,26687.0,3854.0,38348.0,60
,,10133.0,,103
,,37240.0,52171.0,39
,,33733.0,14581.0,745
,,64060.0,47651.0,172
,,58006.0,,753
26019.0,,66406.0,,411
,,64493.0,,690
,,21982.0,,261
33535.0,,31902.0,65674.0,142
,,41395.0,15793.0,308
,,18921.0,,785
,,61913.0,13172.0,156
,,45243.0,,713
22150.0,60798.0,7491.0,64139.0,71
,,,55060.0,326
46843.0,,5534.0,,512
,,,53066.0,342
,,5539.0,35552.0,365
,49376.0,59055.0,41433.0,21
,,30854.0,22692.0,177
,,7758.0,43450.0,418
25203.0,54813.0,65354.0,16445.0,3
59424.0,17010.0,8220.0,18133.0,313
27914.0,13390.0,857.0,23092.0,17
,,912.0,3281.0,275
,,,31497.0,689
,,42492.0,,765
39656.0,12502.0,,50594.0,227
,,,20985.0,763
47283.0,,50520.0,,692
,,15674.0,,782
62519.0,,42971.0,,234
,,65396.0,50915.0,244
13620.0,41869.0,15520.0,36685.0,187
,,24515.0,,904
,,13967.0,20765.0,507
51555.0,47769.0,30487.0,30431.0,268
,,23615.0,,249
,,62071.0,,381
,,26766.0,15515.0,251
,5101.0,,26371.0,138
33792.0,,39278.0,39146.0,360
,,62819.0,,709
57510.0,42738.0,30712.0,54706.0,43
,,8532.0,10740.0,272
,,17145.0,,681
,58225.0,,27180.0,237
,,57948.0,9038.0,445
,,2645.0,,116
21219.0,27061.0,14129.0,31389.0,122
,,16458.0,55323.0,144
,14914.0,,,643
,,2995.0,,149
,,42125.0,,399
,,15005.0,,694
,,51566.0,56427.0,132
,,35282.0,27783.0,491
60868.0,1666.0,38691.0,37196.0,117
49158.0,,21331.0,26541.0,349
60061.0,13482.0,39315.0,63646.0,3
,,11831.0,42724.0,40
,,31099.0,,249
,,38980.0,32079.0,177
,,56896.0,,357
,,21961.0,,788
6885.0,53468.0,18658.0,20719.0,49
48038.0,51340.0,48322.0,41125.0,1
34797.0,,37229.0,30928.0,68
,,49682.0,,492
,,4142.0,,224
36046.0,12927.0,43324.0,60435.0,24
,,35925.0,10775.0,222
,,53503.0,,392
,,36669.0,,434
,,4416.0,,277
,,37123.0,52043.0,418
,,32335.0,,231
14808.0,64006.0,30648.0,14016.0,101
6606.0,,24858.0,49021.0,94
,,63159.0,35119.0,423
46427.0,22627.0,57766.0,31457.0,34
,,40479.0,,920
,,5809.0,,323
,,48183.0,,517
,,56738.0,,623
48687.0,39383.0,45957.0,10353.0,5
,,38023.0,,261
20888.0,21727.0,37277.0,38339.0,5
19930.0,,45461.0,,339
57505.0,,32271.0,29583.0,84
,,57140.0,1864.0,232
,,2881.0,,462
,,16166.0,1966.0,166
,,65884.0,,266
15395.0,,55374.0,,306
44277.0,32131.0,13222.0,43339.0,28
12994.0,41304.0,,9266.0,504
,,30534.0,,402
54301.0,64592.0,58540.0,5680.0,101
56162.0,,16424.0,4758.0,30
12331.0,23201.0,33937.0,13867.0,1
,,62247.0,,116
,,56259.0,,494
58748.0,41080.0,20969.0,15813.0,6
58572.0,49169.0,28626.0,50788.0,82
,,32002.0,65729.0,375
27482.0,26139.0,18145.0,48897.0,9
16689.0,49594.0,,26322.0,27
30129.0,54104.0,9280.0,24740.0,43
,,30018.0,,654
,,52939.0,,141
24583.0,56951.0,14504.0,12204.0,19
,,50478.0,,399
,,25081.0,,751
46946.0,47805.0,67792.0,4382.0,15
,,48417.0,,452
,,,18151.0,763
,,7390.0,,394
64415.0,,63016.0,34690.0,20
7468.0,,55808.0,,239
37288.0,34538.0,9176.0,11793.0,42
9083.0,32701.0,42088.0,38619.0,43
61579.0,,61918.0,,317
50701.0,40184.0,20672.0,25647.0,67
,,15064.0,62891.0,40
,,66939.0,,298
51106.0,1564.0,17487.0,21589.0,28
,,54199.0,14199.0,400
,,57723.0,,757
,,28279.0,55690.0,132
,,54962.0,13714.0,169
,,51097.0,17741.0,40
,,44961.0,,481
43000.0,41150.0,44606.0,65437.0,49
,,8629.0,,75
16840.0,55875.0,18708.0,17527.0,123
7726.0,,48653.0,17837.0,229
42541.0,53743.0,54624.0,66763.0,65
,,3895.0,50046.0,400
,,28893.0,34794.0,135
,,65632.0,44845.0,162
,,48603.0,,336
26103.0,,57645.0,58347.0,406
23951.0,,61617.0,54931.0,37
,14695.0,49176.0,19829.0,64
,,35974.0,,279
,,64477.0,,707
12183.0,52375.0,,63307.0,134
,,26945.0,,927
,,20979.0,58122.0,132
65390.0,48661.0,,,344
27173.0,,66134.0,12643.0,20
,,25155.0,,448
,,34016.0,,273
17644.0,,32769.0,36370.0,97
36790.0,60200.0,45983.0,48366.0,28
,,,11323.0,569
,,61950.0,,149
36046.0,19084.0,63012.0,47565.0,24
24314.0,58428.0,5347.0,57609.0,35
56182.0,,63150.0,,297
,,50344.0,50196.0,57
,,12348.0,35388.0,281
,,5109.0,32754.0,199
,,27312.0,,226
,,15555.0,,641
50424.0,,,58398.0,309
63015.0,,9543.0,,306
,,,39215.0,551
33811.0,32337.0,30770.0,54081.0,101
63792.0,2686.0,10236.0,7788.0,45
,,11991.0,,452
,,48987.0,64900.0,106
,,12164.0,37023.0,598
20056.0,44719.0,2062.0,52236.0,16
