Image,Label
11781,286
6563,246
31606,714
54725,14
57271,6
26982,255
29212,106
16667,71
52572,64
40618,50
35139,1
56699,57
14207,21
4228,228
41770,271
62953,607
55913,80
17864,471
7503,21
7283,170
51397,29
25727,12
64189,5
14354,371
14945,286
52635,13
18397,130
39041,267
56065,84
63750,90
43319,396
29042,207
49714,54
24920,67
14241,582
52461,173
61056,251
60158,16
40155,142
28349,300
21657,169
1037,349
59352,155
30819,596
67198,2
31188,207
38880,382
59149,18
19907,47
952,21
54367,888
35768,360
23153,22
44266,14
23441,9
47855,15
11323,569
453,73
27778,46
31652,128
39658,100
38366,93
14329,26
56103,196
38130,115
29833,511
16373,111
29757,191
65199,722
823,47
59813,11
18914,1
12972,346
35026,10
26004,43
28348,56
58245,27
9401,27
23586,4
18832,326
59629,49
53900,3
60883,268
36736,132
32215,359
41223,98
10773,64
26253,391
55940,425
60834,31
62535,9
53832,95
33748,6
45019,54
34960,120
23936,58
44284,311
4581,18
8771,14
31077,7
41983,415
49391,248
57737,106
4050,32
5593,16
5071,170
29018,217
41697,80
62944,85
66377,8
15521,628
11538,57
20273,253
36020,21
49959,689
29536,35
1527,3
53426,1
10245,196
60435,24
64427,208
60723,58
42110,86
14816,27
5988,739
57239,124
51661,99
52881,85
21709,105
21011,179
32754,199
55965,30
10528,659
63071,35
29422,332
52749,84
58632,349
22830,198
8585,64
15785,217
2680,375
28504,254
4005,926
60629,189
20985,763
37058,108
56011,247
37206,501
11308,18
21871,418
43508,315
59181,0
61239,1
61743,491
25460,1
44556,425
23074,537
32732,86
40973,49
26147,447
30461,17
6688,315
67503,3
31867,9
657,93
42847,57
19800,237
2337,680
1492,684
38191,2
17522,710
1941,176
38263,428
36377,305
23185,14
38820,373
59842,13
1680,55
37096,466
17684,6
34660,63
57852,45
37663,582
20792,289
12627,23
40668,130
13785,284
57880,134
42185,28
60616,165
13662,215
39499,21
10194,178
40049,148
395,58
34912,582
5094,2
7138,257
2829,159
58621,3
38021,51
31719,47
3903,66
36965,60
43985,750
22950,27
50439,242
24999,150
17707,69
55485,3
53548,7
135,607
11322,90
18273,4
65894,519
308,12
13059,12
61345,186
9964,136
54208,124
14783,2
47179,150
40225,473
46090,121
31329,260
20751,499
36698,12
7023,689
45961,108
36018,471
7247,56
47930,324
53875,17
12785,924
50648,405
27697,2
14466,569
11280,16
3784,54
51983,21
41909,156
39460,62
18232,711
32296,524
17401,293
30281,6
29327,94
16682,245
53008,286
40293,730
4382,15
23665,96
9284,27
292,724
20801,23
61005,620
14025,427
42202,10
51481,896
26593,50
11637,7
13351,19
55918,41
34309,36
59039,39
51132,13
22135,17
23578,200
20559,84
64470,378
32772,620
10792,55
3200,21
352,67
26946,60
48047,8
32040,131
15819,32
51705,46
59579,326
3771,0
7169,387
3312,396
8448,126
49920,5
10432,598
42048,37
53049,43
32812,156
41355,248
27770,582
1756,71
21421,23
3789,581
49226,299
28662,101
32759,4
18748,408
5082,47
23902,32
27611,370
50605,130
20139,146
64484,722
24892,129
39610,505
35537,122
50021,1
63410,10
25342,62
13918,337
41577,93
14261,724
56810,204
42830,689
60474,237
1190,7
36314,292
28289,465
28724,69
35180,131
24450,263
36194,670
507,14
20110,537
9557,100
23114,127
3340,34
24686,8
35729,192
4177,10
56156,314
10246,130
57941,27
19365,108
9484,1
35148,16
37621,607
16796,395
56319,65
10823,117
53264,11
30355,680
64130,501
58943,127
36214,51
26394,53
7400,267
18703,64
15288,33
98,403
1629,216
33368,59
28903,145
29486,35
52295,121
12540,222
37160,131
35375,207
39181,228
226,80
12944,6
38124,329
8228,569
41761,253
27811,569
49522,143
24838,13
54689,53
30123,69
49578,59
64192,268
28868,6
51002,11
56336,309
9418,341
49831,352
52653,1
15983,28
67154,670
54349,38
50268,539
37505,675
67015,596
36618,62
9043,67
65984,134
5170,158
24353,4
46471,10
20763,81
49974,451
40640,582
43059,182
42376,21
6528,506
14501,330
47270,98
4323,59
32806,56
20178,230
16049,27
34690,20
52930,28
22000,124
56530,31
48641,3
18765,182
65605,96
47267,23
33536,165
25160,461
57663,66
57670,48
13183,66
54742,689
40308,612
31441,12
43867,5
60429,12
5179,143
28110,201
28844,684
56872,474
65715,471
17085,133
5808,423
48256,230
54029,135
39566,100
9686,537
55661,159
29272,48
34501,465
31201,710
51800,0
27516,203
47414,3
7724,305
26173,170
15571,18
29559,4
24529,27
744,11
11856,3
6541,9
49112,730
23953,1
14572,156
50384,585
55104,10
35650,9
30299,89
23324,335
64755,207
6461,337
30207,11
3171,342
15869,3
18366,41
54490,302
7250,84
32623,74
47427,155
20949,635
1785,26
38650,461
6362,60
23561,44
52639,27
13902,6
6047,442
2285,99
59147,18
6789,69
34614,2
34101,6
11419,23
43450,418
20564,330
5547,36
48458,47
15329,159
50376,578
65779,326
3719,410
51643,101
51649,117
48095,52
2568,1
64793,138
15761,142
6304,506
22740,12
49759,499
32401,1
8032,21
39082,308
27392,78
36891,750
14624,7
28770,174
30277,2
26080,44
14950,23
30567,33
45196,252
57602,330
53759,29
1927,26
34388,159
36937,114
54033,16
54927,136
47546,49
9657,21
30717,384
23215,83
10397,6
54276,461
37544,49
49462,121
66756,542
9384,32
25952,46
42421,4
8333,551
36644,337
34418,6
4528,349
36960,849
22017,238
45893,47
6465,330
41258,29
44058,30
59908,202
809,370
63902,335
15813,6
64139,71
61666,243
52973,6
59572,578
31355,67
64709,208
25193,253
49671,108
45672,255
49046,131
15734,21
12616,355
59522,38
13663,209
34491,6
58197,218
7174,175
4498,16
64853,13
3952,820
15119,21
27455,286
44517,133
45468,73
48225,37
38727,319
34584,396
37819,130
6200,243
50723,194
24398,376
53980,54
47981,85
34895,69
27695,83
28623,309
46500,6
49990,43
12831,3
53533,46
43249,192
3190,210
13480,6
26075,3
40720,68
54865,153
4408,296
32457,373
12172,106
52100,315
45049,35
15451,491
55900,106
30617,118
54280,73
50916,7
60420,376
26737,378
613,66
21949,578
3215,286
20614,107
10500,46
41530,569
16007,739
8156,85
26258,144
16314,179
23983,196
19250,750
3208,155
8612,355
52903,2
39325,112
13478,228
55021,18
47946,59
42213,39
51775,85
387,66
56618,11
44252,124
49735,71
5843,29
25778,314
40778,7
53502,461
7530,81
55991,329
5376,635
37192,43
40408,152
61121,233
62881,79
10809,27
23290,170
27512,338
55750,715
37142,187
13763,24
9059,145
16754,41
15569,19
35382,30
43397,107
38341,374
59778,129
2729,159
58634,9
48173,417
28832,680
14378,42
58089,451
54676,68
6622,256
47188,215
26345,91
13928,24
554,134
42210,3
11038,86
41860,64
7765,55
6046,156
49329,80
17593,44
8229,243
22324,338
11714,2
44230,46
21766,697
19129,89
66162,569
20961,8
11319,119
60460,128
33136,236
46936,18
61807,9
51597,18
15028,726
46898,99
35879,228
35446,148
62553,118
10336,155
65940,4
14148,184
45706,144
17837,229
1570,166
64909,146
27531,85
43176,54
37371,69
62050,119
43748,124
43182,315
58635,49
4435,108
6987,59
31490,376
51842,81
26714,815
31621,360
37091,12
24834,1
1012,178
11655,41
61493,427
25086,460
48984,50
51658,210
54949,142
58040,123
62645,4
38262,153
67085,2
51715,84
53108,265
19809,24
24478,56
6740,55
53928,253
48333,286
61721,184
3881,0
32829,338
47475,11
28161,569
5620,69
5582,267
20536,410
38854,57
42263,591
15696,347
57119,715
31804,342
22455,241
2247,99
22811,14
52090,28
8826,6
32549,56
682,315
18501,650
50653,74
62118,36
42479,67
30066,124
23461,129
47651,172
11133,683
21996,391
22264,2
13150,47
60366,49
15777,329
17958,311
60680,68
50094,4
55748,14
51321,64
48424,0
15998,257
31095,376
14610,196
398,59
67789,11
28038,207
39240,80
31789,423
20255,370
42334,46
6941,198
60848,415
48571,58
8763,176
55074,136
4601,6
18484,415
29218,449
20577,208
17893,926
40920,51
26647,519
44210,44
28223,222
31543,129
41349,13
52281,360
57403,572
24259,84
66036,49
29904,309
17598,102
32760,12
55297,64
30928,68
41133,853
13737,236
64488,228
56052,120
26921,243
5005,67
52876,43
48765,121
47577,86
26360,349
25965,33
55120,326
4321,573
48724,511
64468,67
42470,292
53946,268
13975,7
43232,10
60221,244
15284,152
17044,697
11581,165
11037,107
57884,22
41427,372
58875,124
41459,43
17579,159
52608,47
2952,46
25503,187
33638,26
56196,296
5752,42
65729,375
18698,209
34265,13
5238,837
24645,18
23809,33
58139,92
42317,4
17597,43
39137,763
30380,128
47565,24
31854,97
63799,30
9250,300
43273,238
37919,31
12598,240
57519,55
60689,74
2788,1
9084,0
9010,445
33029,26
51531,324
26344,425
134,64
45650,9
38360,82
1091,312
40239,59
26136,415
22630,309
60726,29
37445,163
40562,117
27937,152
38261,11
3310,441
8990,229
17004,12
47895,54
3368,97
28716,7
27413,328
62928,77
21854,64
43469,58
57491,203
45531,388
39602,3
37513,4
51961,185
6173,471
65527,715
29837,178
1522,80
50843,1
36998,107
9266,504
22621,123
13912,474
23733,80
55649,251
4496,32
19435,27
48361,1
49526,107
32231,14
27145,853
51518,41
54791,71
13520,175
64572,59
39023,228
48645,311
34972,67
42386,34
17209,551
63922,101
32923,45
15229,11
36050,316
32747,43
2475,38
36969,7
48470,130
13100,6
127,186
32368,64
539,21
13412,376
34417,46
54046,14
30710,441
13705,220
12690,445
6497,35
62910,470
16136,342
66374,15
7234,105
58418,650
5677,477
41840,537
46959,504
22548,309
25560,21
28058,7
55639,78
43248,1
13852,608
794,186
25891,365
52442,309
58531,51
35297,676
3913,343
2462,441
5544,299
48923,27
41865,577
45562,62
25051,111
7271,11
57360,258
44941,74
60331,326
17856,499
52505,254
44868,285
41185,22
42052,24
30719,119
47724,133
8281,425
28743,25
46442,433
6886,19
23690,35
42839,119
29558,384
2145,585
66577,29
36602,897
4985,27
28519,665
31579,48
49045,64
47411,471
17155,66
43011,49
5910,32
15056,3
41200,55
10322,47
53192,146
14382,137
41240,69
57495,263
11747,12
34913,0
66894,2
49029,260
25518,100
56133,27
35711,38
46589,119
221,130
30287,4
13826,119
15459,284
27671,67
212,429
50465,1
63622,289
62313,176
13101,372
36992,172
27900,18
63720,253
4324,715
37693,79
37866,371
9387,6
26347,73
19475,49
54654,771
65810,47
7719,664
29242,43
5182,345
65960,247
54699,551
28561,78
41868,99
18656,56
8277,122
53153,166
3026,145
56436,405
9671,120
49207,17
56960,326
31948,145
20176,14
7493,53
8138,101
50242,511
59214,18
23589,5
22786,241
3764,176
63523,6
4582,60
12572,815
9823,7
17716,182
22905,150
44414,49
21300,3
22664,268
8633,7
15638,591
31143,65
24554,112
616,341
49960,209
3751,245
61817,106
4433,47
1521,0
46314,47
15614,28
6177,853
48195,466
2457,28
45021,610
27781,145
51022,28
3096,888
41899,47
8104,403
58134,91
52631,26
29609,562
11317,263
33044,28
29503,664
24461,27
60671,160
32952,146
4616,258
54874,160
61418,106
40627,45
43721,15
614,150
27684,337
25556,59
24569,12
15363,36
46237,441
53747,79
1750,60
30979,146
11437,23
27167,284
6578,50
39114,23
4709,921
5928,88
21964,15
54673,222
20939,17
3867,374
15748,14
22543,537
40167,218
10610,8
27980,243
55113,16
65059,572
6354,123
16713,32
53109,35
62481,330
4847,85
53687,9
9493,473
54829,152
32587,3
24533,454
23107,54
62801,201
25686,900
2970,405
21222,268
36740,73
15457,119
31637,6
28994,599
21097,129
29501,293
13438,178
48000,334
53194,14
43293,315
49865,276
18270,342
55107,722
16110,18
29727,615
22611,55
40750,360
65719,153
23889,49
44106,93
30428,35
23125,722
62916,326
30857,178
61960,56
42138,470
3133,599
7356,334
11555,806
2589,84
17972,145
67620,64
5780,3
34137,44
38879,7
57761,539
52350,88
32494,4
41103,12
12563,352
55231,58
35327,73
6666,582
65896,108
7675,96
23199,1
18373,58
25506,322
35609,777
35227,71
49605,19
52338,896
42267,139
20749,254
51907,376
63540,33
29975,77
46249,849
42378,34
14309,299
26654,117
60763,7
20007,192
34471,11
53402,80
39481,119
27622,14
59176,10
53334,299
43523,244
26001,504
58731,5
64066,5
65436,626
5447,730
16318,21
51838,46
12615,47
18592,664
33264,387
39734,54
30443,13
48753,263
7062,428
5499,233
59505,482
64633,137
31858,245
63876,29
38915,62
32405,51
23472,122
10482,262
50076,9
32744,1
34180,326
63284,3
8793,305
34882,329
4537,199
2662,47
29607,130
11084,247
1491,29
63972,49
59317,296
34916,615
57004,40
28575,214
11328,283
5468,48
43811,60
36168,40
30805,71
1350,178
22633,676
38179,16
50090,21
57547,551
58882,134
40113,591
37537,19
53431,24
18014,676
62802,78
759,0
25555,68
34246,114
30139,6
26911,371
4189,726
54837,30
54290,166
10574,786
18318,470
22849,56
32408,347
34683,183
24740,43
38104,924
45441,6
1103,170
23860,483
43453,723
37087,45
31806,71
9456,6
4838,878
42010,5
24041,218
62595,142
45267,200
47582,41
21588,101
5308,2
58128,98
25662,187
65962,131
52508,299
35547,599
34236,283
13278,0
23810,251
12842,121
24933,184
24702,598
45229,238
66373,23
10561,519
8839,47
48773,184
51400,511
55552,247
9761,0
36811,189
66482,0
49702,158
45895,27
39808,359
33857,47
5672,14
56184,10
1709,99
50627,46
7308,1
18137,30
52077,128
62238,51
49958,578
25110,705
51828,562
55352,666
31729,89
527,316
30296,446
31517,193
48296,276
26208,10
17875,705
2218,763
29234,739
52352,135
41675,201
48453,496
15665,130
56903,615
25887,2
53132,6
11563,342
30491,268
16092,30
38202,296
6883,42
42860,166
9038,445
48826,56
49559,408
5042,496
46413,2
24966,425
24765,415
15301,17
39582,203
13730,326
42840,309
36272,9
40606,460
45361,477
23265,175
66731,175
35615,58
32980,271
65733,193
36737,63
60841,578
16653,375
2078,260
4322,208
2839,395
55201,537
10902,95
6224,41
6651,17
26410,117
41158,458
21167,62
57348,0
47879,222
11324,750
53405,114
21434,62
25109,30
8768,408
66742,86
9168,5
63971,395
59499,152
51274,28
57652,30
31531,680
22914,18
5545,524
67284,185
58500,35
45429,86
2575,17
30815,258
954,286
34511,482
21649,12
20362,429
45885,70
36703,131
34052,853
41400,68
13765,312
1726,10
8344,119
22378,237
41433,21
57911,13
27118,93
8933,216
22808,428
4710,55
10988,88
51915,52
67763,111
41703,46
30627,12
60708,56
57164,1
4810,313
63319,84
55050,49
36956,94
7335,4
14468,333
13557,102
29612,31
2585,285
56736,80
23812,281
977,62
38131,352
18717,500
16665,38
11257,43
1089,569
48596,14
2944,386
62022,11
18050,14
25960,252
39429,1
64732,123
17005,311
14696,6
23776,142
65640,268
48294,466
20661,315
8234,6
31339,13
5015,3
51027,746
18159,74
46406,51
32948,730
66571,104
20396,451
1471,24
54294,145
45916,0
33798,78
23372,717
53092,18
16651,25
8503,18
65027,6
29070,34
59983,1
46363,55
31086,42
25687,85
66109,12
25236,8
61578,283
37078,24
30880,666
5480,205
45453,3
16461,73
10621,6
50494,658
47852,471
60603,101
40337,64
1515,80
65773,201
8181,32
4547,41
30521,483
61220,176
28696,45
46633,28
28294,48
39146,360
53826,342
6454,107
26805,376
32445,31
33406,128
29103,49
38239,52
40108,425
19659,6
38213,135
21863,114
30341,228
52122,689
4781,170
3852,289
42068,18
8057,24
15874,2
49347,750
42045,293
52861,260
65534,7
66651,315
9845,101
67655,35
60525,176
22818,432
33288,122
59841,143
50720,148
56773,184
57106,518
51868,745
36230,711
66436,98
37701,3
52822,34
2504,83
15510,572
48132,67
27096,62
1488,9
7949,63
22130,308
54258,73
62166,140
19551,9
54176,412
43740,539
12209,5
42419,466
4162,44
15309,22
48141,58
67199,777
41126,11
55634,142
34437,82
2090,8
9227,0
38482,31
35079,680
1320,61
22429,8
7489,85
57947,128
36434,21
13773,119
13898,98
47065,24
40037,127
47722,610
26704,21
31853,80
43227,59
60495,6
24790,591
26716,71
1252,3
45897,49
19296,447
57774,507
46057,376
47941,78
511,105
57443,3
40072,6
95,14
38558,2
26009,73
22528,49
58998,28
30382,9
63337,30
8509,252
50598,16
29334,64
49672,666
32586,49
43756,200
39331,145
39084,313
38036,33
15912,46
44536,123
2370,44
59347,62
41970,207
24244,419
15801,67
49390,61
19466,86
29906,41
47159,449
8819,7
19901,21
37011,837
6629,672
42790,496
4831,117
26867,65
14826,376
30742,2
51711,3
53158,77
16580,12
59893,471
28779,415
14697,28
48679,11
39571,67
11431,6
14964,166
64659,51
19181,483
52817,64
40450,482
67774,537
37402,23
63035,131
29572,105
10130,169
3106,675
24242,58
58250,177
1041,74
51146,705
41224,217
51111,424
62560,192
51215,96
56995,376
30498,25
37645,581
31335,6
33236,60
35294,346
65293,23
30825,114
16961,252
50046,400
11526,117
53789,258
30494,55
30124,342
24371,88
48064,27
58534,104
53041,89
1394,582
50008,706
48992,2
24274,454
33194,1
33387,672
25443,582
22816,724
24399,333
65761,122
15340,173
27658,157
5680,101
48640,227
41351,39
23303,180
58686,121
40912,153
16634,781
37527,133
59938,27
47672,39
28773,11
67421,210
24698,333
38641,338
41259,26
57706,21
7936,60
9160,166
21345,754
52171,39
31557,218
39262,537
10227,537
55849,18
46674,51
23276,524
28678,315
22007,58
4627,573
52699,210
43633,54
46613,754
59516,25
54717,322
50606,186
1725,500
48216,47
53018,474
27388,683
50141,158
48496,750
32573,7
54198,365
51496,849
49963,458
21605,73
11212,370
52410,518
46539,25
47995,14
9433,25
62827,930
15374,69
31949,62
58422,330
63244,73
60915,11
52682,43
38496,5
43039,227
39696,730
1861,387
45035,561
22949,668
12717,38
67283,31
26371,138
4586,754
43288,52
38097,64
4179,341
23793,735
35457,122
52043,418
65957,292
58206,58
9735,715
6669,11
22989,105
1784,665
35010,499
5300,122
50474,415
41984,60
62268,347
31243,81
43594,69
6320,208
50262,126
10667,62
32120,427
64975,2
57171,714
38502,114
50588,730
62923,33
9295,537
24120,60
16244,10
5579,333
22885,777
65610,228
8541,561
64539,68
11442,43
34921,342
26932,396
64142,466
66236,670
9726,771
65216,51
12176,192
48595,715
33612,342
30700,413
24989,396
15797,227
17040,432
2296,29
50993,191
19693,58
26250,28
20750,52
54838,319
11769,170
41963,23
59631,165
59610,665
53655,42
6698,680
9594,150
22755,100
34324,16
31328,837
51728,238
34485,257
19105,665
60319,519
9756,293
47963,74
21516,17
55060,326
11679,6
35737,483
22462,200
60128,186
22422,155
6325,225
9226,29
61891,78
55938,27
19400,60
13499,73
439,179
41291,12
40962,342
24087,45
66943,10
52428,58
33220,170
46983,74
60775,134
19733,26
5832,539
3150,470
44082,27
56299,96
23380,387
41979,207
25036,131
29897,26
49871,412
27877,241
38431,218
52321,608
6338,706
15182,26
42694,54
57816,86
57845,165
23240,3
6940,896
6273,142
19403,582
67643,607
7889,717
29440,6
57156,360
23135,61
16601,172
54641,471
3226,121
9450,7
37037,763
35143,11
39490,64
60271,3
54089,815
15384,119
67289,14
37198,12
67372,192
41168,11
53351,41
48120,117
28039,50
36060,34
66491,572
50273,69
53649,572
57873,530
65862,14
12240,115
51889,5
4812,169
5473,172
50044,433
25437,504
10094,62
35388,281
48972,148
37492,413
56359,98
28461,272
52618,763
8726,94
25175,182
20327,382
58416,900
57498,98
54438,429
3058,292
8114,30
15720,501
61623,683
50691,32
35222,33
21980,61
14312,143
60930,284
30169,51
15464,315
38132,47
65981,101
39984,140
48305,252
16169,180
8865,64
28139,26
586,179
67664,0
19942,6
36062,22
50529,432
60895,199
54931,37
66088,91
32976,258
5256,27
50316,198
28395,272
35877,52
17510,22
44075,324
51748,79
55479,49
31620,86
32302,155
6562,15
54960,715
38501,43
17144,305
9234,33
43454,124
66864,51
57251,276
48186,121
25362,342
53337,165
51216,837
15121,458
25568,454
34214,9
56253,91
13259,130
42539,6
34989,187
60047,71
45866,155
1836,6
23741,240
3819,107
56893,124
38258,91
64590,591
11011,3
62624,180
66724,84
57963,449
46125,9
9378,582
34362,0
14273,30
35395,68
41964,86
21420,130
1430,176
13474,2
20629,67
4449,4
4331,4
22776,66
11665,7
10437,222
3717,73
60213,4
42532,51
19520,308
17133,68
49546,62
57527,799
43764,55
3490,355
28925,470
42592,735
44618,896
6764,697
4421,145
8607,108
33168,63
27049,189
55514,162
58641,1
48712,24
56523,378
60639,148
24194,342
5929,56
15683,400
2544,108
50221,89
37433,25
45459,373
26912,73
9941,347
23381,930
55058,96
50971,763
16650,741
14925,29
61232,63
5335,0
27006,562
34872,41
54753,57
45010,596
17722,16
26318,217
61942,21
49048,11
36305,400
59585,16
24189,140
15335,412
41202,144
38747,43
15211,14
66004,166
5839,60
13683,56
13319,90
32382,166
18858,69
43020,680
58866,122
2868,3
15604,1
23189,209
3268,259
16727,88
5241,243
41889,717
47425,42
59339,163
11042,64
58218,376
17162,569
60871,47
56295,61
16946,10
61747,397
39327,51
27326,429
66502,754
17437,13
44960,11
41271,309
44473,542
66672,1
61693,29
45070,56
10168,70
63791,14
47561,173
44968,183
28318,194
44642,115
23083,551
53024,97
33122,496
51358,319
47814,12
41254,147
21734,160
31021,163
8529,106
56747,215
29282,400
3209,55
58993,310
35795,18
62625,64
838,256
16548,370
11213,470
48954,64
18774,337
67436,330
59654,111
46758,175
20968,74
33570,106
26161,7
15582,926
45764,16
11889,3
5628,268
37452,52
62998,504
30859,158
52195,49
13985,151
66613,427
51275,157
342,101
32112,59
51142,192
55592,332
63629,2
11400,154
47282,333
51207,27
55164,74
30472,373
20791,316
45253,217
54933,29
23592,1
5375,519
67642,240
55414,491
19235,12
56645,289
29141,185
24601,54
64726,86
14903,138
39110,51
6275,506
18304,519
57141,433
64799,170
46040,310
10486,572
58935,117
53923,820
40076,93
44155,506
11487,329
50633,18
50211,35
6014,475
4221,815
25843,341
67397,746
39525,921
62651,128
4186,30
23321,727
7891,482
9570,22
37291,283
9754,14
5864,7
21637,22
27484,23
37968,3
15027,267
27792,48
25374,551
2041,11
37948,64
59790,163
53553,47
15454,74
2486,107
18252,281
47229,25
49061,207
22080,83
2782,387
23092,17
17009,133
54254,260
18786,52
29641,16
4041,60
12732,921
56949,179
33928,68
18521,54
4183,74
30127,184
40768,4
12451,5
58732,4
24733,38
49986,506
31651,247
32286,12
11202,38
45103,131
29751,343
54035,680
60653,135
28509,6
22810,56
50138,38
63108,837
16886,148
55372,52
43459,333
17550,51
50761,591
13179,203
61479,100
45147,243
13378,717
1402,90
18571,237
63061,208
47000,27
23729,415
7128,26
9782,84
40923,337
41191,60
7380,853
43802,101
63740,192
21667,33
65959,71
40393,1
1367,202
6017,342
63539,139
43403,326
16442,314
8020,359
52341,165
58257,22
16901,522
56637,415
2061,370
39898,55
16319,341
38158,406
37464,15
38171,148
10938,47
25545,61
58001,134
32210,458
65918,49
33065,108
67593,134
45109,58
65814,6
6189,54
11325,522
5258,86
8046,128
43251,432
47247,124
33609,100
31859,119
65193,7
14440,166
2531,3
15872,267
22536,185
40286,255
67561,142
55540,2
60130,31
41282,346
62212,31
48846,335
58580,43
20560,256
40686,22
5397,21
60,38
44478,44
2380,330
23705,194
48217,97
23355,196
15522,4
33884,300
43379,101
16044,397
66332,551
42509,151
50883,447
52025,346
7451,52
28267,52
62722,397
46344,159
21538,108
32675,217
3832,33
50918,27
18001,8
9794,458
65826,59
13841,12
42155,7
57362,123
41656,176
34450,208
50542,67
6038,21
48906,309
31967,423
1008,670
4660,12
29782,55
27379,21
18022,166
52522,1
49583,216
1542,416
44660,146
52927,378
50237,228
49591,442
18306,43
10507,80
11001,133
13043,17
20619,85
9969,52
2653,27
20578,6
53703,0
1847,62
9032,127
7699,44
58108,6
37944,124
41216,539
39482,376
33654,417
66158,668
27255,120
13966,296
55224,24
19504,370
62186,12
62867,155
28229,74
24389,205
2186,454
50412,229
42655,41
53152,52
12492,330
42714,330
51827,81
30831,486
46412,176
25874,227
14644,145
4548,133
12707,33
55799,27
29890,132
17424,130
46509,324
60149,173
39910,5
10624,706
42948,265
13211,108
45618,97
17481,286
1738,309
59452,241
44815,134
34274,23
7277,133
31710,596
62408,424
42352,33
36385,31
8301,22
40928,227
47574,100
170,722
22019,134
39530,64
28735,139
37258,67
57087,134
47048,175
30429,424
17648,68
57834,786
67060,799
46036,27
22605,61
20788,309
11868,44
25427,230
19370,189
59348,120
28630,134
25314,180
16161,64
32361,65
32228,61
39612,465
53750,155
63499,67
37040,441
52700,108
31484,276
13592,3
9255,43
8345,83
927,80
47268,106
42409,799
38385,27
6565,897
14581,745
14359,415
29213,14
10165,24
7382,178
51390,176
22525,355
8296,21
54234,150
47061,62
32349,124
64476,3
53354,599
44344,91
59933,67
13989,129
50015,163
21435,722
31445,41
52306,0
1653,90
8293,376
26913,199
19049,12
47667,0
1827,0
645,496
18013,45
28521,21
6524,375
7608,18
13867,1
53693,69
31968,328
32642,6
29045,626
7419,69
23773,347
39242,676
3812,0
15842,511
50382,210
53386,1
42687,745
47920,9
65406,475
62869,888
59817,189
57516,121
10839,28
7605,94
7085,635
55559,27
57185,30
12022,143
46488,107
35966,175
50941,5
40467,128
17948,62
52433,42
48659,228
41944,27
6802,722
31171,104
66508,330
64275,432
55261,267
42586,52
8968,289
42543,31
6890,80
18690,338
17909,19
21158,345
28079,84
7404,139
66122,162
49860,59
26591,14
37586,117
66685,57
18680,99
11226,472
45594,84
10330,182
66717,373
29995,228
60322,41
10725,174
6429,69
27024,12
60791,78
13994,276
42785,33
26598,33
35685,711
34957,22
32554,236
40559,717
37296,16
45380,55
45752,391
27093,180
20267,3
43436,191
23560,55
23815,69
53054,400
17462,22
44267,68
27899,51
29306,598
39215,551
2948,47
7430,186
20930,310
36370,97
30856,6
5248,173
37705,21
20404,259
66492,232
47973,6
59643,778
53802,54
67538,127
3202,806
60935,205
26421,131
45783,230
11938,20
45192,65
62596,326
65113,32
51503,170
55432,189
15790,376
24925,815
2891,19
390,84
23722,245
20346,475
313,406
63481,0
9316,24
49966,97
40371,247
19588,46
1114,537
22269,14
64430,296
49261,46
16460,257
28396,80
51069,89
2013,16
39176,378
51457,376
23977,43
57890,88
44654,27
14515,93
10556,388
3153,33
37244,156
59375,715
2555,374
33947,683
55151,29
9853,58
7773,471
51091,189
10126,423
55553,98
22958,14
60152,582
53165,395
38555,146
21524,620
28099,275
46842,84
42865,31
14450,175
60954,107
65551,706
32773,14
63537,193
12079,147
49799,106
24000,105
8067,376
24458,33
51993,451
52747,16
21272,29
35476,71
28448,483
65647,28
36975,289
66368,33
19301,6
15248,41
12117,31
3753,6
31841,741
9194,46
58587,208
21640,2
45414,54
41320,131
59140,6
33204,286
36064,333
4882,44
59678,741
12204,19
55189,60
33322,2
43339,28
13913,170
34602,29
29054,121
17052,134
40669,396
27103,5
18224,777
28333,27
33990,27
4769,370
66763,65
32036,48
11307,122
52232,186
21092,314
3904,194
56874,24
62184,8
12523,64
59008,315
18859,11
13843,27
40112,44
13509,31
7642,461
20287,13
49731,305
54025,470
15713,80
33587,507
39561,316
44330,82
4788,86
39138,101
29941,22
16630,276
30352,0
58093,97
44009,397
35763,130
44357,244
19767,315
12467,22
53828,47
14878,89
62085,41
19980,198
13957,921
4010,311
48598,458
27483,308
31215,6
24349,52
31775,56
31359,432
18471,1
32157,160
46890,199
5399,86
48472,40
55866,11
32758,155
31823,155
8917,62
16336,374
49642,14
45328,82
56900,400
6247,170
5583,78
42032,184
23785,28
57329,228
26796,78
10866,237
27995,153
654,78
30154,360
4977,12
49670,42
34305,371
64051,157
56772,29
36183,327
48824,12
56449,1
13690,6
480,403
32443,717
15583,4
14812,57
24191,48
34791,257
17997,32
1579,500
32094,228
59902,416
642,238
35274,276
52980,192
54625,11
6250,471
66983,138
59491,724
35218,610
1400,312
37522,60
2743,697
9554,715
58685,615
33399,131
10775,222
63269,155
5277,60
3389,591
17725,896
17867,3
27189,201
54947,242
39725,27
9085,7
34267,128
14160,260
66927,57
18994,5
25183,107
65973,471
49021,94
2307,127
52873,326
13300,475
55513,58
57382,85
22653,166
62873,114
46123,14
33209,184
42691,9
62078,60
1509,165
29408,284
16039,672
60877,14
55464,89
30192,620
54154,182
66936,172
16709,17
44842,35
21232,13
